代码,名称,现价,涨跌幅,涨跌,涨速,换手,量比,振幅,成交额,流通股,流通市值,市盈率,概念
000518,四环生物,2.96,1.37,0.04,0.0,0.51,0.71,1.71,0.16亿,10.30亿,30.47亿,--,"肝炎概念,医疗器械概念,生物医药"
000519,中兵红箭,22.84,1.06,0.24,0.0,2.01,0.76,1.99,6.34亿,13.91亿,317.82亿,27.08,"国企改革,央企国企改革,培育钻石,年报预增,新材料概念,军民融合,MSCI概念,深股通,融资融券,中字头股票,军工"
000520,长航凤凰,3.30,0.00,0.00,0.00,0.72,0.88,1.21,0.24亿,10.12亿,33.40亿,74.97,"债转股(AMC概念),一带一路,航运概念"
000521,长虹美菱,5.42,4.84,0.25,0.0,3.22,1.94,5.22,1.50亿,8.76亿,47.47亿,22.83,"血氧仪,国企改革,空气能热泵,年报预增,北交所概念,智能家居,工业互联网,垃圾分类,独角兽概念,人工智能,医疗器械概念,一带一路,小米概念,冷链物流,融资融券,家用电器,电子商务,参股新三板"
000523,广州浪奇,3.37,2.74,0.09,0.0,0.78,1.46,3.66,0.36亿,13.77亿,46.40亿,--,"国企改革,供应链金融,代糖概念,消毒剂,新零售,深股通,广东自贸区,啤酒概念,粤港澳大湾区,摘帽,土地流转"
000524,岭南控股,11.79,-0.09,-0.01,0.09,1.24,1.15,1.78,0.97亿,6.70亿,79.00亿,--,"国企改革,露营经济,预制菜,在线旅游,免税店,深股通,广东自贸区,粤港澳大湾区,融资融券"
000525,ST红太阳,10.2,3.13,0.31,0.0,1.98,1.14,6.37,1.15亿,5.75亿,58.60亿,4.70,"标普道琼斯A股,农村电商,ST板块,乡村振兴,草甘膦"
000526,学大教育,18.3,3.1,0.55,-0.06,2.48,1.02,3.66,0.53亿,1.18亿,21.55亿,202.34,"在线教育,职业教育,体育产业"
000528,柳工,6.77,0.74,0.05,-0.15,0.79,0.71,2.53,0.75亿,14.13亿,95.66亿,22.34,"国企改革,中俄贸易概念,农机,机器人概念,标普道琼斯A股,深股通,一带一路,融资融券,高端装备"
000529,广弘控股,8.16,2.51,0.2,0.0,2.49,1.64,3.64,1.16亿,5.70亿,46.50亿,5.20,"国企改革,预制菜,年报预增,猪肉,在线教育,养鸡,广东自贸区,粤港澳大湾区,冷链物流"
000530,冰山冷热,4.69,0.86,0.04,0.0,0.83,0.8,1.5,0.23亿,5.98亿,28.06亿,369.45,"空气能热泵,统一大市场,中俄贸易概念,汽车热管理,碳中和,独角兽概念,冰雪产业,边缘计算,体育产业,冷链物流,光伏概念,融资融券,物联网,参股券商"
000531,穗恒运A,6.34,0.0,0.0,0.0,0.24,0.66,0.79,0.12亿,8.22亿,52.12亿,141.22,"国企改革,股权转让,绿色电力,储能,氢能源,参股保险,燃料电池,债转股(AMC概念),深股通,粤港澳大湾区,光伏概念,融资融券"
000532,华金资本,11.38,1.25,0.14,0.09,0.58,0.46,1.42,0.23亿,3.44亿,39.10亿,27.38,"国企改革,独角兽概念,粤港澳大湾区,口罩,锂电池,石墨烯,污水处理,参股新三板,横琴新区,参股券商,创投"
000533,顺钠股份,4.13,0.98,0.04,0.24,0.83,0.78,1.96,0.23亿,6.85亿,28.29亿,90.58,"比亚迪概念,抽水蓄能,储能,粤港澳大湾区,融资融券,充电桩,智能电网,核电,数字经济"
000534,万泽股份,17.03,4.61,0.75,0.06,1.3,1.15,4.73,1.09亿,4.94亿,84.21亿,84.13,"大飞机,深股通,航空发动机,融资融券,生物医药,军工"
000536,华映科技,2.19,2.34,0.05,0.0,0.85,0.96,2.8,0.51亿,27.63亿,60.51亿,--,"国企改革,OLED,标普道琼斯A股,深股通,华为概念,融资融券"
000537,广宇发展,11.47,0.44,0.05,-0.17,0.5,1.01,1.49,1.07亿,18.63亿,213.63亿,33.77,"国企改革,央企国企改革,绿色电力,储能,标普道琼斯A股,深股通,光伏概念,融资融券,风电,光热发电"
000538,云南白药,54.7,1.45,0.78,-0.13,0.49,1.97,1.8,4.51亿,16.85亿,921.47亿,32.75,"证金持股,健康中国,同花顺漂亮100,医美概念,标普道琼斯A股,超级品牌,MSCI概念,深股通,工业大麻,口罩,融资融券,参股券商"
000539,粤电力A,6.37,-1.24,-0.08,0.0,0.74,0.9,3.1,1.20亿,25.54亿,162.68亿,--,"证金持股,国企改革,超超临界发电,绿色电力,期货概念,储能,参股保险,标普道琼斯A股,深股通,粤港澳大湾区,芯片概念,光伏概念,融资融券,风电"
000540,中天金融,1.07,-0.93,-0.01,0.0,0.87,0.7,1.85,0.65亿,69.69亿,74.57亿,--,"托育服务,碳中和,互联网金融,参股保险,标普道琼斯A股,MSCI概念,深股通,互联网保险,PPP概念,跨境电商,融资融券,小金属概念,参股券商"
000541,佛山照明,5.69,0.35,0.02,0.0,0.92,1.33,2.47,0.55亿,10.56亿,60.11亿,26.33,"证金持股,国企改革,智慧灯杆,智能家居,网络直播,标普道琼斯A股,深股通,华为概念,参股银行,融资融券,节能照明"
000543,皖能电力,4.93,-0.6,-0.03,-0.2,1.05,0.8,1.61,1.18亿,22.67亿,111.76亿,19.33,"国企改革,超超临界发电,抽水蓄能,天然气,储能,碳交易,标普道琼斯A股,深股通,参股银行,光伏概念,融资融券,参股券商,核电"
000544,中原环保,6.37,-3.19,-0.21,0.0,1.12,2.76,2.89,0.70亿,9.75亿,62.09亿,14.49,"国企改革,绿色电力,节能环保,垃圾分类,深股通,PPP概念,光伏概念,融资融券,固废处理,污水处理,水利"
000545,金浦钛业,3.44,1.18,0.04,0.0,0.5,0.92,1.18,0.17亿,9.85亿,33.90亿,108.51,"融资融券,锂电池,磷化工,钛白粉概念"
000546,金圆股份,9.86,-0.1,-0.01,0.0,1.62,1.14,2.43,1.15亿,7.11亿,70.15亿,25.69,"新材料概念,节能环保,垃圾分类,医疗废物处理,标普道琼斯A股,盐湖提锂,动力电池回收,深股通,金属镍,金属回收,融资融券,小金属概念,固废处理,黄金概念"
000547,航天发展,11.25,1.08,0.12,0.09,1.57,0.76,2.07,2.77亿,15.86亿,178.38亿,73.58,"6G概念,国企改革,央企国企改革,信创,元宇宙,网络安全,军民融合,标普道琼斯A股,MSCI概念,虚拟现实,深股通,芯片概念,融资融券,5G,大数据,卫星导航,军工"
000548,湖南投资,4.8,0.63,0.03,0.21,1.07,0.65,1.68,0.26亿,4.99亿,23.96亿,68.54,"国企改革,物业管理,乡村振兴"
000550,江铃汽车,14.14,2.99,0.41,0.21,1.26,1.7,3.42,0.92亿,5.18亿,73.31亿,13.34,"国企改革,年报预增,华为汽车,室外经济,标普道琼斯A股,燃料电池,深股通,无人驾驶,融资融券,新能源汽车"
000551,创元科技,10.25,1.99,0.2,0.1,1.03,1.35,1.99,0.42亿,4.00亿,41.01亿,25.95,"国企改革,空气能热泵,期货概念,氢能源,机器人概念,军民融合,节能环保,特斯拉,一带一路,参股银行,融资融券,家用电器,特高压,污水处理,参股新三板,创投,金改,PM2.5"
000552,靖远煤电,3.36,0.0,0.0,0.3,0.54,0.66,0.89,0.45亿,25.05亿,84.15亿,16.37,"国企改革,超超临界发电,年报预增,天然气,煤化工,煤炭概念,标普道琼斯A股,深股通,化肥,融资融券"
000553,安道麦A,9.12,0.44,0.04,-0.11,0.35,0.46,1.87,0.69亿,21.77亿,198.55亿,34.87,"国企改革,央企国企改革,年报预增,标普道琼斯A股,深股通,融资融券,草甘膦"
000554,泰山石油,5.54,0.73,0.04,0.18,1.82,0.56,1.27,0.37亿,3.63亿,20.09亿,265.72,"国企改革,央企国企改革,俄乌冲突概念,天然气,氢能源,可燃冰,光伏概念,融资融券,充电桩"
000555,神州信息,14.01,3.93,0.53,0.0,2.5,1.28,5.04,3.36亿,9.80亿,137.31亿,66.73,"ERP概念,信创,华为鲲鹏,跨境支付（CIPS）,网络安全,数字乡村,云计算,标普道琼斯A股,边缘计算,区块链,人工智能,数字货币,深股通,国产软件,华为概念,融资融券,大数据,量子科技,智慧城市,物联网"
000557,西部创业,4.98,-0.2,-0.01,0.0,0.35,0.65,1.4,0.25亿,14.58亿,72.60亿,23.95,"国企改革,股权转让,煤炭概念,深股通,一带一路,融资融券"
000558,莱茵体育,2.87,3.24,0.09,0.0,1.29,0.93,3.96,0.47亿,12.89亿,36.98亿,--,"国企改革,电子竞技,体育产业,足球概念,世界杯,创投"
000559,万向钱潮,5.25,0.77,0.04,0.0,0.37,1.07,1.34,0.53亿,27.53亿,144.53亿,21.44,"比亚迪概念,MCU芯片,工业4.0,工业互联网,标普道琼斯A股,深股通,芯片概念,融资融券,军工"
000560,我爱我家,3.05,0.33,0.01,0.33,1.72,0.73,3.95,1.18亿,22.50亿,68.62亿,--,"ChatGPT概念,AIGC概念,鸿蒙概念,租售同权,标普道琼斯A股,新零售,人工智能,深股通,华为概念,融资融券,电子商务,数字经济"
000561,烽火电子,9.36,2.18,0.2,0.11,1.79,0.71,2.62,1.00亿,6.02亿,56.36亿,1302.11,"国企改革,军民融合,大飞机,深股通,卫星导航,军工"
000563,陕国投A,3.19,0.63,0.02,0.0,0.48,0.83,0.95,0.60亿,39.64亿,126.45亿,17.93,"国企改革,参股保险,标普道琼斯A股,债转股(AMC概念),深股通,信托概念,融资融券,参股券商"
000564,ST大集,1.58,0.0,0.0,-0.63,0.76,0.65,2.53,1.82亿,151.81亿,239.87亿,85.39,"抖音概念,网络直播,供销社,社区团购,海南自贸区,标普道琼斯A股,新零售,无人零售,农村电商,跨境电商,百度概念,冷链物流,ST板块,乡村振兴,电子商务,创投"
000565,渝三峡A,6.27,0.64,0.04,0.32,0.53,0.48,1.12,0.14亿,4.34亿,27.19亿,23.65,"国企改革,氢能源,融资融券,石墨烯"
000566,海南海药,5.16,10.02,0.47,0.0,6.99,3.85,9.38,4.13亿,11.65亿,60.13亿,--,"国企改革,央企国企改革,创新药,民营医院,海南自贸区,互联网医疗,深股通,细胞免疫治疗,医疗器械概念,口罩,参股银行,融资融券,创投"
000567,海德股份,17.47,1.51,0.26,0.46,0.41,1.09,2.15,0.66亿,9.28亿,162.06亿,22.42,"年报预增,储能,钒电池,海南自贸区,债转股(AMC概念),深股通,融资融券,金改"
000568,泸州老窖,254.79,-0.68,-1.75,0.08,0.37,0.88,2.85,13.97亿,14.64亿,3731.41亿,34.23,"证金持股,国企改革,同花顺漂亮100,标普道琼斯A股,超级品牌,MSCI概念,深股通,白酒概念,融资融券,参股券商"
000570,苏常柴A,5.17,0.98,0.05,-0.19,0.85,0.94,2.34,0.22亿,4.99亿,25.79亿,20.15,"国企改革,农机,乡村振兴,锂电池,金改"
000571,ST大洲,2.14,4.9,0.1,0.0,0.72,0.96,3.92,0.12亿,8.14亿,17.42亿,17.21,"成飞概念,煤炭概念,海南自贸区,大飞机,新零售,ST板块,通用航空"
000572,海马汽车,5.3,1.15,0.06,-0.19,1.0,0.32,1.53,0.87亿,16.42亿,87.03亿,--,"氢能源,车联网,海南自贸区,燃料电池,深股通,无人驾驶,参股银行,融资融券,充电桩,新能源汽车"
000573,粤宏远A,3.62,1.12,0.04,0.28,1.67,0.84,1.96,0.38亿,6.33亿,22.91亿,37.25,"金属铅,互联网金融,煤炭概念,动力电池回收,广东自贸区,壳资源,创投"
000576,甘化科工,11.13,1.46,0.16,0.09,0.85,0.89,2.01,0.40亿,4.29亿,47.80亿,51.04,"年报预增,第三代半导体,深股通,军工"
000581,威孚高科,20.19,0.55,0.11,-0.05,0.93,0.85,2.14,1.55亿,8.24亿,166.41亿,9.87,"毫米波雷达,国企改革,汽车热管理,氢能源,汽车芯片,节能环保,标普道琼斯A股,MSCI概念,燃料电池,深股通,集成电路概念,芯片概念,融资融券,参股券商,PM2.5,新能源汽车"
000582,北部湾港,7.56,0.53,0.04,0.13,0.51,0.82,1.06,0.54亿,14.10亿,106.57亿,13.00,"国企改革,统一大市场,天然气,自由贸易港,标普道琼斯A股,深股通,一带一路,冷链物流,融资融券"
000584,哈工智能,8.48,0.59,0.05,0.0,2.68,0.53,2.97,1.70亿,7.46亿,63.26亿,--,"比亚迪概念,智能制造,专精特新,机器人概念,工业4.0,特斯拉,人工智能,深股通,融资融券,高端装备,锂电池,军工,新能源汽车"
000586,汇源通信,11.28,-0.44,-0.05,0.0,6.73,0.63,3.79,1.46亿,1.93亿,21.82亿,86.37,"专精特新,安防,壳资源,5G,特高压"
000587,*ST金洲,--,--,--,--,--,--,--,--,12.13亿,8.73亿,--,"黑龙江自贸区,ST板块,黄金概念"
000589,贵州轮胎,5.11,0.59,0.03,0.39,0.61,0.56,2.17,0.35亿,11.14亿,56.91亿,17.22,"国企改革,胎压监测,深股通,参股银行,融资融券,军工"
000590,启迪药业,8.72,1.51,0.13,0.0,1.54,0.87,3.14,0.32亿,2.39亿,20.87亿,115.08,"健康中国,养老概念,流感"
000591,太阳能,6.85,-0.29,-0.02,0.15,0.64,0.74,1.17,1.56亿,35.95亿,246.27亿,17.25,"国企改革,央企国企改革,绿色电力,虚拟电厂,光伏建筑一体化,碳中和,碳交易,标普道琼斯A股,MSCI概念,深股通,光伏概念,融资融券"
000592,平潭发展,2.54,0.4,0.01,0.0,0.58,0.67,1.19,0.28亿,19.14亿,48.61亿,330.95,"恒大概念,新材料概念,民营医院,免税店,深股通,福建自贸区,融资融券,海峡两岸,金改"
000593,德龙汇能,7.28,-3.06,-0.23,0.0,3.82,1.47,2.66,1.00亿,3.58亿,26.10亿,54.07,"天然气,储能,青蒿素,地下管网,信托概念,融资融券"
000595,宝塔实业,6.41,-0.16,-0.01,0.16,0.81,0.48,1.56,0.59亿,11.38亿,72.95亿,--,"国产航母,国企改革,深股通,光伏概念,风电,军工"
000596,古井贡酒,296.0,4.61,13.04,0.25,0.73,2.2,5.72,8.83亿,4.09亿,1209.46亿,44.74,"国企改革,标普道琼斯A股,MSCI概念,深股通,白酒概念,融资融券"
000597,东北制药,5.92,1.02,0.06,0.0,1.25,1.11,1.88,0.99亿,13.37亿,79.13亿,24.25,"年报预增,仿制药一致性评价,禽流感,辅助生殖,标普道琼斯A股,超级真菌,深股通,生物医药,流感"
000598,兴蓉环境,5.1,0.2,0.01,0.2,0.24,0.65,0.79,0.36亿,29.69亿,151.40亿,9.41,"证金持股,国企改革,节能环保,标普道琼斯A股,MSCI概念,深股通,地下管网,PPP概念,融资融券,固废处理,污水处理"
000599,青岛双星,4.34,1.64,0.07,0.0,0.84,0.79,2.34,0.30亿,8.17亿,35.45亿,--,"国企改革,比亚迪概念,股权转让,工业4.0,军民融合,中韩自贸区,电子商务,石墨烯,军工"
000600,建投能源,5.12,0.2,0.01,0.0,0.83,0.51,1.17,0.46亿,10.90亿,55.81亿,24.11,"证金持股,国企改革,生物质能发电,绿色电力,储能,碳中和,氢能源,标普道琼斯A股,雄安新区,深股通,光伏概念,融资融券,风电,京津冀一体化,核电"
000601,韶能股份,4.65,1.75,0.08,0.0,0.44,0.85,1.97,0.22亿,10.80亿,50.21亿,29.77,"生物质能发电,比亚迪概念,股权转让,绿色电力,抽水蓄能,深股通,口罩,光伏概念,融资融券,充电桩,新能源汽车"
000603,盛达资源,17.0,7.39,1.17,0.18,3.17,1.48,7.58,3.13亿,5.89亿,100.10亿,39.96,"标普道琼斯A股,深股通,金属锌,金属镍,融资融券,小金属概念,文化传媒,黄金概念"
000605,渤海股份,6.22,0.97,0.06,0.0,0.79,0.77,1.79,0.17亿,3.38亿,21.00亿,156.85,"国企改革,REITs概念,雄安新区,PPP概念,固废处理,污水处理,京津冀一体化"
000606,*ST顺利,1.93,1.05,0.02,0.52,0.34,0.87,2.62,0.05亿,7.66亿,14.78亿,--,"知识产权保护,区块链,ST板块,大数据,创投"
000607,华媒控股,5.95,4.2,0.24,0.0,3.5,1.12,5.6,1.81亿,8.85亿,52.65亿,82.01,"数据确权,国企改革,托育服务,NFT概念,共同富裕示范区,知识产权保护,长三角一体化,在线教育,职业教育,社区团购,快手概念,区块链,杭州亚运会,阿里巴巴概念,百度概念,融资融券,三胎概念,文化传媒,参股新三板,创投,数字经济"
000608,阳光股份,2.82,0.36,0.01,0.0,0.98,0.8,1.42,0.21亿,7.50亿,21.15亿,--,物业管理
000609,中迪投资,5.02,0.60,0.03,0.20,1.05,1.06,1.60,0.15亿,2.92亿,14.66亿,--,"北交所概念,互联网金融,壳资源,高铁,摘帽,参股新三板,磷化工,创投"
000610,西安旅游,17.25,-1.76,-0.31,0.0,14.13,0.95,2.51,5.76亿,2.35亿,40.61亿,--,"国企改革,抖音概念,在线旅游,网络直播,社区团购,一带一路,创投"
000612,焦作万方,5.46,1.3,0.07,0.0,0.6,1.0,2.04,0.39亿,11.91亿,65.02亿,13.86,"煤炭概念,深股通,融资融券,稀土永磁"
000615,奥园美谷,6.75,3.21,0.21,0.15,2.79,1.79,3.98,1.43亿,7.62亿,51.40亿,--,"毛发医疗,股权转让,新材料概念,健康中国,医美概念,消毒剂,雄安新区,深股通,参股银行,参股券商"
000616,ST海投,1.46,-2.67,-0.04,0.0,1.44,1.83,3.33,0.30亿,14.30亿,20.88亿,15.92,"REITs概念,海南自贸区,参股保险,养老概念,ST板块,锂电池"
000617,中油资本,6.98,-0.99,-0.07,0.14,2.0,0.68,3.26,17.61亿,126.42亿,882.42亿,13.31,"国企改革,央企国企改革,跨境支付（CIPS）,碳中和,氢能源,参股保险,标普道琼斯A股,深股通,地下管网,信托概念,一带一路,参股银行,融资融券,中字头股票,参股券商,创投"
000619,海螺新材,6.52,0.77,0.05,-0.31,0.93,0.51,1.39,0.22亿,3.60亿,23.47亿,--,"国企改革,光伏建筑一体化,新型城镇化,工业互联网,一带一路,光伏概念,建筑节能"
000620,新华联,3.01,-0.99,-0.03,0.33,2.53,0.89,2.96,1.44亿,18.97亿,57.09亿,--,"标普道琼斯A股,新零售,蚂蚁金服概念,深股通,参股银行,融资融券,京津冀一体化"
000622,恒立实业,4.78,1.27,0.06,0.0,0.74,0.48,1.7,0.15亿,4.25亿,20.33亿,--,"汽车热管理,钴,壳资源,金属镍,小金属概念,新能源汽车"
000623,吉林敖东,15.31,1.06,0.16,-0.13,0.58,0.85,1.72,1.03亿,11.59亿,177.49亿,15.17,"肝炎概念,新冠治疗,标普道琼斯A股,MSCI概念,深股通,口罩,融资融券,流感,参股券商"
000625,长安汽车,11.92,-0.08,-0.01,-0.17,1.16,1.09,1.76,10.57亿,76.49亿,911.72亿,12.86,"证金持股,国企改革,央企国企改革,俄乌冲突概念,年报预增,华为汽车,车联网,标普道琼斯A股,宁德时代概念,MSCI概念,网约车,燃料电池,深股通,无人驾驶,融资融券,新能源汽车"
000626,远大控股,8.93,1.36,0.12,0.0,0.48,0.84,1.82,0.21亿,5.00亿,44.66亿,28.15,"粮食概念,统一大市场,农业种植,生态农业,深股通,乡村振兴"
000627,天茂集团,3.36,0.9,0.03,0.3,0.53,1.03,3.0,0.81亿,45.52亿,152.96亿,52.4,"标普道琼斯A股,MSCI概念,深股通,互联网保险,融资融券"
000628,高新发展,14.86,1.43,0.21,0.0,2.81,1.11,3.75,0.81亿,1.92亿,28.54亿,26.28,"国企改革,期货概念,智慧政务,PPP概念,芯片概念,智慧城市,参股新三板,创投"
000629,钒钛股份,4.94,0.0,0.0,-0.2,0.53,0.69,1.22,2.26亿,85.90亿,424.33亿,31.61,"国企改革,央企国企改革,储能,钒电池,标普道琼斯A股,MSCI概念,深股通,融资融券,小金属概念,钛白粉概念"
000630,铜陵有色,3.22,0.62,0.02,0.0,0.58,0.75,1.88,1.96亿,105.26亿,338.95亿,13.66,"国企改革,新材料概念,标普道琼斯A股,分拆上市意愿,MSCI概念,深股通,金属铜,金属镍,融资融券,5G,小金属概念,稀缺资源,锂电池,黄金概念,新能源汽车"
000631,顺发恒业,3.43,1.48,0.05,0.29,0.43,1.39,2.66,0.36亿,24.33亿,83.44亿,51.52,"证金持股,年报预增,物业管理,标普道琼斯A股,债转股(AMC概念),深股通,融资融券,风电"
000632,三木集团,4.37,1.63,0.07,0.23,1.41,0.92,2.09,0.29亿,4.65亿,20.34亿,99.68,"国企改革,露营经济,物业管理,特色小镇,跨境电商,福建自贸区,海峡两岸,创投"
000633,合金投资,9.5,3.04,0.28,0.53,2.59,1.67,3.8,0.93亿,3.85亿,36.58亿,413.00,"新材料概念,健康中国,壳资源,新疆振兴,核电"
000635,英力特,9.7,1.89,0.18,0.0,1.47,0.75,2.84,0.43亿,3.03亿,29.40亿,--,"国企改革,央企国企改革,氢能源,消毒剂,光伏概念,氟化工概念"
000636,风华高科,18.09,0.44,0.08,-0.11,1.75,0.91,2.72,3.39亿,10.78亿,195.10亿,64.0,"国企改革,分拆上市意愿,深股通,汽车电子,华为概念,超级电容,融资融券,5G,小金属概念,锂电池"
000637,茂化实华,4.73,0.42,0.02,0.0,1.77,0.49,1.49,0.31亿,3.68亿,17.41亿,396.92,碳中和
000638,万方发展,6.53,0.93,0.06,-0.15,1.5,0.76,1.7,0.30亿,3.08亿,20.12亿,--,"国企改革,粮食概念,肝炎概念,重组蛋白,民营医院,壳资源,摘帽,京津冀一体化,军工,生物疫苗"
000639,西王食品,5.12,0.39,0.02,0.2,0.39,0.48,1.76,0.22亿,10.79亿,55.27亿,--,"健康中国,NMN概念,标普道琼斯A股,新零售,体育产业,阿里巴巴概念,融资融券"
000650,仁和药业,6.33,1.28,0.08,0.32,1.6,1.11,2.08,1.35亿,13.42亿,84.97亿,14.56,"蒙脱石散,肝炎概念,新冠治疗,健康中国,消毒剂,标普道琼斯A股,互联网医疗,深股通,医疗器械概念,眼科医疗,融资融券,三胎概念,流感,生物疫苗"
000651,格力电器,36.75,-1.29,-0.48,-0.11,0.59,0.96,1.58,12.26亿,55.87亿,2053.40亿,8.48,"证金持股,空气能热泵,MCU芯片,储能,机器人概念,智能家居,工业互联网,同花顺漂亮100,标普道琼斯A股,新零售,超级品牌,MSCI概念,深股通,口罩,芯片概念,融资融券,家用电器,锂电池"
000652,泰达股份,4.5,1.35,0.06,0.0,1.26,0.92,2.03,0.83亿,14.74亿,66.35亿,36.73,"证金持股,国企改革,生物质能发电,碳中和,节能环保,独角兽概念,雄安新区,债转股(AMC概念),深股通,PPP概念,口罩,信托概念,融资融券,固废处理,流感,参股券商,创投"
